Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Arrival_Time
SpiceJet,2024-11-23,Pune,Kolkata,23:57,8h 18m,1 stop,In-flight meal not included,4658,08:15
Alliance Air,2025-03-06,Mumbai,Chennai,03:33,3h 34m,non-stop,In-flight meal not included,3720,07:07
Vistara,2025-05-08,Bangalore,Mumbai,16:40,8h 14m,1 stop,In-flight meal not included,12354,00:54
Air India,2024-11-04,Kolkata,Hyderabad,07:09,9h 24m,3 stops,No check-in baggage included,6756,16:33
AirAsia,2025-05-11,Pune,Bangalore,01:09,9h 44m,3 stops,No check-in baggage included,2467,10:53
AirAsia,2025-02-28,Jaipur,Mumbai,04:14,2h 52m,1 stop,No check-in baggage included,5902,07:06
Air India,2025-02-19,Chennai,Bangalore,16:20,5h 3m,1 stop,In-flight meal not included,9656,21:23
Air India,2025-03-31,Kolkata,Delhi,10:10,7h 49m,2 stops,No check-in baggage included,2783,17:59
Air India,2024-10-05,Jaipur,Mumbai,16:38,2h 7m,3 stops,No check-in baggage included,9967,18:45
GoAir,2025-06-03,Hyderabad,Delhi,21:22,1h 4m,1 stop,No check-in baggage included,9534,22:26
IndiGo,2025-07-13,Mumbai,Kolkata,02:17,6h 48m,non-stop,No check-in baggage included,12915,09:05
AirAsia,2025-03-15,Kolkata,Bangalore,11:54,9h 20m,1 stop,In-flight meal not included,3537,21:14
AirAsia,2025-05-31,Mumbai,Delhi,14:12,7h 24m,3 stops,No check-in baggage included,2914,21:36
Air India,2025-06-13,Delhi,Bangalore,13:37,9h 6m,3 stops,No check-in baggage included,2336,22:43
Air India,2025-03-27,Mumbai,Hyderabad,18:40,8h 3m,non-stop,No check-in baggage included,14775,02:43
AirAsia,2025-08-22,Chennai,Hyderabad,00:20,9h 53m,1 stop,No check-in baggage included,14855,10:13
IndiGo,2025-06-18,Bangalore,Jaipur,12:43,2h 31m,1 stop,No check-in baggage included,2840,15:14
SpiceJet,2025-02-04,Jaipur,Bangalore,06:42,7h 3m,3 stops,No Info,3804,13:45
SpiceJet,2025-08-09,Kolkata,Jaipur,04:14,9h 50m,1 stop,In-flight meal not included,13950,14:04
AirAsia,2024-10-30,Delhi,Mumbai,22:19,8h 26m,2 stops,In-flight meal not included,4483,06:45
SpiceJet,2025-08-14,Kolkata,Pune,11:11,1h 18m,non-stop,No Info,8977,12:29
GoAir,2025-03-08,Mumbai,Kolkata,05:32,9h 55m,2 stops,No check-in baggage included,12614,15:27
AirAsia,2025-05-24,Delhi,Hyderabad,08:46,2h 32m,non-stop,No Info,3646,11:18
Vistara,2025-05-07,Kolkata,Jaipur,09:13,7h 41m,non-stop,In-flight meal not included,12004,16:54
Alliance Air,2024-10-18,Mumbai,Kolkata,10:12,4h 13m,3 stops,No check-in baggage included,11959,14:25
Air India,2025-04-30,Chennai,Mumbai,09:01,1h 15m,3 stops,No check-in baggage included,13212,10:16
Air India,2024-11-14,Kolkata,Mumbai,01:37,6h 41m,2 stops,In-flight meal not included,7679,08:18
Vistara,2025-01-11,Pune,Kolkata,18:03,9h 38m,3 stops,In-flight meal not included,5942,03:41
AirAsia,2024-10-21,Chennai,Jaipur,11:40,5h 17m,non-stop,No Info,11147,16:57
AirAsia,2025-06-03,Jaipur,Mumbai,03:40,1h 50m,2 stops,In-flight meal not included,12933,05:30
IndiGo,2025-08-13,Bangalore,Jaipur,20:54,9h 28m,non-stop,In-flight meal not included,2477,06:22
AirAsia,2025-08-22,Bangalore,Jaipur,00:20,2h 53m,2 stops,No Info,3737,03:13
AirAsia,2025-02-08,Hyderabad,Kolkata,12:35,7h 47m,2 stops,No Info,4854,20:22
SpiceJet,2024-09-21,Delhi,Hyderabad,06:58,8h 1m,1 stop,In-flight meal not included,12515,14:59
SpiceJet,2025-06-27,Jaipur,Bangalore,09:26,2h 4m,3 stops,In-flight meal not included,2387,11:30
Air India,2024-11-19,Hyderabad,Bangalore,08:59,1h 21m,1 stop,No Info,14798,10:20
Vistara,2025-05-15,Delhi,Chennai,04:15,7h 31m,non-stop,No check-in baggage included,14065,11:46
GoAir,2025-04-11,Pune,Chennai,18:51,9h 42m,3 stops,No Info,7005,04:33
IndiGo,2025-01-15,Hyderabad,Pune,02:52,3h 37m,1 stop,No Info,10835,06:29
Alliance Air,2024-11-16,Chennai,Pune,12:20,6h 34m,2 stops,No check-in baggage included,12076,18:54
GoAir,2025-07-02,Jaipur,Mumbai,12:54,4h 32m,1 stop,In-flight meal not included,2449,17:26
Alliance Air,2024-09-20,Mumbai,Delhi,12:34,5h 36m,non-stop,In-flight meal not included,14926,18:10
Vistara,2025-07-24,Kolkata,Jaipur,20:12,8h 58m,3 stops,In-flight meal not included,5006,05:10
GoAir,2025-02-04,Delhi,Chennai,14:41,8h 18m,2 stops,No Info,6656,22:59
AirAsia,2024-10-01,Kolkata,Bangalore,16:56,5h 41m,non-stop,In-flight meal not included,4157,22:37
GoAir,2025-04-08,Chennai,Kolkata,00:51,4h 11m,1 stop,No Info,12570,05:02
Air India,2024-10-28,Delhi,Pune,22:27,3h 18m,1 stop,In-flight meal not included,9158,01:45
Air India,2025-04-13,Bangalore,Jaipur,22:47,3h 33m,3 stops,No Info,9153,02:20
IndiGo,2025-05-08,Hyderabad,Kolkata,23:20,5h 23m,3 stops,In-flight meal not included,13020,04:43
GoAir,2024-10-02,Pune,Hyderabad,15:55,6h 1m,non-stop,No check-in baggage included,4071,21:56
Alliance Air,2024-12-19,Delhi,Pune,23:25,6h 28m,1 stop,No check-in baggage included,7527,05:53
SpiceJet,2025-03-07,Hyderabad,Bangalore,13:23,7h 4m,3 stops,No Info,10380,20:27
Alliance Air,2025-07-10,Kolkata,Hyderabad,15:25,3h 15m,non-stop,No check-in baggage included,3051,18:40
Vistara,2025-07-27,Pune,Mumbai,02:50,5h 1m,2 stops,In-flight meal not included,12161,07:51
Alliance Air,2025-07-08,Hyderabad,Bangalore,05:48,4h 7m,2 stops,No Info,14605,09:55
Alliance Air,2025-05-10,Bangalore,Chennai,20:46,7h 27m,2 stops,In-flight meal not included,5149,04:13
GoAir,2025-07-05,Delhi,Hyderabad,22:59,8h 54m,2 stops,In-flight meal not included,13092,07:53
Air India,2025-08-22,Hyderabad,Delhi,22:20,3h 6m,3 stops,No check-in baggage included,7455,01:26
AirAsia,2024-09-18,Kolkata,Pune,01:04,1h 11m,2 stops,No Info,12723,02:15
IndiGo,2025-06-03,Pune,Bangalore,19:54,9h 14m,non-stop,No Info,5689,05:08
GoAir,2025-04-01,Bangalore,Jaipur,05:17,2h 46m,1 stop,In-flight meal not included,7485,08:03
IndiGo,2025-06-14,Pune,Bangalore,11:31,9h 41m,3 stops,No check-in baggage included,12072,21:12
IndiGo,2025-01-07,Chennai,Pune,07:34,8h 55m,non-stop,No check-in baggage included,9613,16:29
Vistara,2025-01-23,Bangalore,Pune,03:42,2h 15m,3 stops,No Info,7151,05:57
Vistara,2025-01-27,Hyderabad,Jaipur,19:38,7h 47m,3 stops,No Info,5738,03:25
AirAsia,2025-08-05,Kolkata,Chennai,01:50,3h 41m,1 stop,No Info,5130,05:31
Vistara,2024-09-27,Delhi,Kolkata,01:32,7h 38m,non-stop,No check-in baggage included,13826,09:10
GoAir,2025-07-10,Chennai,Pune,18:25,9h 18m,non-stop,No Info,6948,03:43
SpiceJet,2025-05-08,Delhi,Kolkata,09:26,5h 19m,2 stops,In-flight meal not included,4383,14:45
Air India,2025-02-17,Mumbai,Delhi,14:22,2h 54m,1 stop,No Info,3770,17:16
Vistara,2025-01-11,Jaipur,Delhi,15:37,3h 38m,2 stops,No Info,5420,19:15
Vistara,2024-12-01,Kolkata,Chennai,09:26,9h 49m,1 stop,In-flight meal not included,9213,19:15
SpiceJet,2025-07-14,Mumbai,Bangalore,17:20,3h 30m,1 stop,No check-in baggage included,7344,20:50
Alliance Air,2025-04-06,Jaipur,Bangalore,21:30,7h 1m,1 stop,No Info,8889,04:31
AirAsia,2025-07-05,Delhi,Jaipur,09:37,9h 17m,2 stops,No check-in baggage included,14749,18:54
IndiGo,2025-03-18,Pune,Jaipur,04:02,2h 41m,1 stop,No check-in baggage included,12710,06:43
Alliance Air,2025-04-07,Jaipur,Kolkata,10:34,5h 54m,1 stop,In-flight meal not included,2323,16:28
GoAir,2025-04-29,Bangalore,Mumbai,17:21,3h 26m,1 stop,No check-in baggage included,14239,20:47
GoAir,2024-11-04,Jaipur,Chennai,20:09,7h 14m,non-stop,No check-in baggage included,13592,03:23
Vistara,2025-03-04,Bangalore,Jaipur,01:05,5h 8m,3 stops,In-flight meal not included,10139,06:13
GoAir,2025-05-26,Mumbai,Bangalore,03:11,4h 31m,2 stops,No check-in baggage included,12705,07:42
Vistara,2025-08-14,Mumbai,Kolkata,09:57,4h 37m,non-stop,In-flight meal not included,8374,14:34
Air India,2025-03-16,Jaipur,Hyderabad,13:41,4h 31m,non-stop,In-flight meal not included,4730,18:12
AirAsia,2025-04-15,Pune,Hyderabad,13:39,3h 47m,3 stops,No check-in baggage included,4072,17:26
Air India,2025-08-15,Delhi,Pune,07:24,1h 4m,1 stop,No Info,6780,08:28
AirAsia,2025-03-01,Kolkata,Bangalore,15:50,5h 40m,3 stops,No check-in baggage included,3608,21:30
IndiGo,2025-03-12,Delhi,Kolkata,08:35,9h 16m,2 stops,No check-in baggage included,12075,17:51
Vistara,2025-04-22,Mumbai,Hyderabad,06:37,8h 54m,non-stop,No Info,2251,15:31
Vistara,2025-01-18,Delhi,Bangalore,11:42,3h 27m,non-stop,In-flight meal not included,3475,15:09
AirAsia,2024-12-14,Jaipur,Bangalore,07:44,2h 17m,3 stops,No check-in baggage included,14126,10:01
GoAir,2024-10-26,Hyderabad,Jaipur,21:51,1h 1m,non-stop,No check-in baggage included,4587,22:52
Alliance Air,2025-08-31,Jaipur,Chennai,00:26,4h 13m,2 stops,No check-in baggage included,11514,04:39
Alliance Air,2025-08-05,Hyderabad,Delhi,05:22,7h 29m,1 stop,In-flight meal not included,7045,12:51
IndiGo,2025-01-09,Kolkata,Chennai,20:20,1h 4m,3 stops,No Info,11771,21:24
IndiGo,2024-11-24,Bangalore,Jaipur,11:45,3h 25m,1 stop,In-flight meal not included,6159,15:10
Vistara,2025-08-10,Delhi,Mumbai,00:22,8h 49m,1 stop,In-flight meal not included,8995,09:11
GoAir,2025-01-11,Bangalore,Jaipur,15:55,9h 34m,3 stops,No check-in baggage included,7630,01:29
SpiceJet,2025-02-08,Bangalore,Chennai,16:34,9h 41m,1 stop,In-flight meal not included,12069,02:15
AirAsia,2025-06-15,Delhi,Jaipur,06:11,9h 34m,1 stop,No Info,14325,15:45
SpiceJet,2024-12-18,Hyderabad,Jaipur,14:08,1h 35m,non-stop,In-flight meal not included,8344,15:43
SpiceJet,2025-08-23,Hyderabad,Jaipur,04:36,1h 58m,2 stops,No Info,8144,06:34
SpiceJet,2025-08-22,Kolkata,Chennai,16:58,3h 32m,non-stop,No Info,11553,20:30
SpiceJet,2025-06-13,Jaipur,Chennai,02:28,1h 21m,1 stop,In-flight meal not included,12792,03:49
Alliance Air,2025-03-20,Pune,Delhi,03:20,6h 33m,3 stops,In-flight meal not included,6354,09:53
SpiceJet,2025-03-07,Bangalore,Delhi,19:54,3h 10m,non-stop,No check-in baggage included,4215,23:04
SpiceJet,2025-03-12,Delhi,Hyderabad,21:00,5h 52m,non-stop,No Info,11781,02:52
GoAir,2025-02-26,Chennai,Bangalore,17:27,3h 5m,non-stop,No Info,3388,20:32
IndiGo,2025-04-10,Delhi,Bangalore,14:53,4h 18m,non-stop,No check-in baggage included,11379,19:11
SpiceJet,2024-12-21,Pune,Mumbai,01:08,4h 37m,3 stops,In-flight meal not included,4205,05:45
SpiceJet,2024-10-20,Bangalore,Hyderabad,07:24,2h 35m,non-stop,No check-in baggage included,12314,09:59
Vistara,2025-08-07,Delhi,Jaipur,21:10,4h 31m,3 stops,No Info,2995,01:41
SpiceJet,2024-11-10,Delhi,Kolkata,14:42,1h 5m,1 stop,No check-in baggage included,9115,15:47
GoAir,2024-10-21,Mumbai,Chennai,04:02,1h 20m,3 stops,No check-in baggage included,2561,05:22
Air India,2024-12-30,Mumbai,Chennai,23:07,5h 19m,non-stop,No Info,3908,04:26
Vistara,2025-06-17,Mumbai,Chennai,19:10,5h 10m,2 stops,In-flight meal not included,12486,00:20
IndiGo,2025-02-24,Hyderabad,Delhi,19:27,6h 53m,1 stop,No check-in baggage included,3258,02:20
Air India,2025-03-04,Kolkata,Bangalore,15:22,1h 33m,non-stop,No Info,13990,16:55
GoAir,2025-03-12,Hyderabad,Mumbai,15:17,5h 25m,2 stops,No Info,2082,20:42
IndiGo,2025-04-18,Jaipur,Pune,04:23,1h 19m,non-stop,No Info,14534,05:42
Alliance Air,2024-10-25,Pune,Hyderabad,16:24,3h 56m,non-stop,No check-in baggage included,14469,20:20
Vistara,2025-07-22,Chennai,Pune,19:25,7h 50m,non-stop,No check-in baggage included,14033,03:15
Vistara,2024-11-01,Hyderabad,Bangalore,00:53,8h 47m,2 stops,No check-in baggage included,3771,09:40
IndiGo,2025-04-08,Chennai,Bangalore,07:17,2h 48m,1 stop,No Info,8952,10:05
Air India,2024-11-02,Jaipur,Hyderabad,01:38,1h 7m,2 stops,No check-in baggage included,11929,02:45
IndiGo,2025-03-24,Hyderabad,Pune,17:47,5h 9m,1 stop,No Info,3517,22:56
Air India,2024-09-12,Chennai,Mumbai,13:15,7h 0m,1 stop,No check-in baggage included,3819,20:15
Vistara,2025-07-02,Kolkata,Jaipur,14:39,5h 28m,non-stop,No Info,12971,20:07
IndiGo,2025-03-14,Delhi,Kolkata,14:20,7h 24m,non-stop,No Info,5774,21:44
Vistara,2025-07-19,Pune,Bangalore,20:54,4h 14m,1 stop,No check-in baggage included,13304,01:08
Vistara,2024-12-15,Hyderabad,Delhi,02:30,4h 42m,3 stops,In-flight meal not included,5217,07:12
SpiceJet,2025-01-21,Bangalore,Mumbai,16:57,9h 33m,2 stops,In-flight meal not included,8808,02:30
Alliance Air,2024-11-24,Delhi,Chennai,09:37,5h 59m,3 stops,No Info,9245,15:36
IndiGo,2025-01-07,Jaipur,Mumbai,16:11,4h 16m,2 stops,No check-in baggage included,14813,20:27
AirAsia,2025-03-31,Bangalore,Hyderabad,02:45,6h 36m,non-stop,No check-in baggage included,4221,09:21
Alliance Air,2024-12-09,Kolkata,Jaipur,09:52,5h 15m,non-stop,No check-in baggage included,7865,15:07
AirAsia,2025-03-05,Chennai,Pune,17:16,5h 45m,non-stop,In-flight meal not included,12216,23:01
Alliance Air,2024-11-26,Kolkata,Pune,20:39,2h 39m,2 stops,No check-in baggage included,3503,23:18
Alliance Air,2024-10-30,Bangalore,Kolkata,11:04,4h 57m,1 stop,No check-in baggage included,4069,16:01
Air India,2024-09-26,Hyderabad,Chennai,15:31,4h 49m,1 stop,No Info,9234,20:20
Alliance Air,2025-06-01,Jaipur,Kolkata,22:58,9h 31m,3 stops,No check-in baggage included,11150,08:29
Alliance Air,2025-01-02,Pune,Bangalore,13:12,8h 13m,1 stop,No check-in baggage included,14642,21:25
Vistara,2024-11-01,Kolkata,Mumbai,04:18,3h 35m,3 stops,No check-in baggage included,14274,07:53
Alliance Air,2025-04-26,Kolkata,Pune,14:21,5h 31m,2 stops,In-flight meal not included,12936,19:52
GoAir,2024-10-20,Delhi,Mumbai,06:24,8h 42m,3 stops,No check-in baggage included,5680,15:06
IndiGo,2025-07-11,Bangalore,Mumbai,23:42,7h 24m,non-stop,In-flight meal not included,4252,07:06
IndiGo,2025-07-04,Hyderabad,Kolkata,09:28,4h 15m,1 stop,No Info,10309,13:43
AirAsia,2025-02-19,Mumbai,Hyderabad,10:01,2h 23m,2 stops,In-flight meal not included,2402,12:24
SpiceJet,2025-07-23,Chennai,Bangalore,06:08,1h 35m,1 stop,No check-in baggage included,9344,07:43
Alliance Air,2024-10-30,Jaipur,Kolkata,07:19,6h 40m,3 stops,No Info,7238,13:59
Air India,2025-06-27,Hyderabad,Pune,04:53,9h 1m,3 stops,No Info,11146,13:54
SpiceJet,2025-03-30,Chennai,Bangalore,06:35,2h 8m,1 stop,In-flight meal not included,13548,08:43
SpiceJet,2025-02-05,Pune,Chennai,14:04,3h 42m,3 stops,No check-in baggage included,9430,17:46
IndiGo,2024-09-16,Kolkata,Mumbai,14:23,6h 56m,3 stops,In-flight meal not included,6496,21:19
Vistara,2025-08-05,Delhi,Pune,15:09,6h 16m,3 stops,No Info,10281,21:25
Vistara,2025-06-15,Pune,Mumbai,23:57,3h 17m,non-stop,No check-in baggage included,3819,03:14
AirAsia,2025-08-16,Kolkata,Chennai,06:32,3h 8m,1 stop,No check-in baggage included,9359,09:40
Air India,2025-05-06,Delhi,Pune,13:48,1h 47m,1 stop,In-flight meal not included,13774,15:35
Vistara,2025-02-17,Mumbai,Hyderabad,12:28,1h 56m,1 stop,No check-in baggage included,5414,14:24
Vistara,2024-09-02,Jaipur,Delhi,12:55,9h 2m,1 stop,No check-in baggage included,6124,21:57
SpiceJet,2025-03-22,Mumbai,Pune,15:23,3h 3m,2 stops,No Info,4285,18:26
Air India,2024-11-04,Bangalore,Kolkata,11:01,7h 44m,2 stops,No Info,3035,18:45
Air India,2024-12-01,Hyderabad,Kolkata,01:20,3h 13m,non-stop,No check-in baggage included,12765,04:33
GoAir,2025-05-17,Mumbai,Hyderabad,05:20,8h 15m,2 stops,No Info,9277,13:35
GoAir,2024-11-26,Delhi,Bangalore,02:42,6h 23m,2 stops,No Info,10989,09:05
GoAir,2025-08-14,Bangalore,Chennai,08:13,3h 54m,2 stops,In-flight meal not included,9531,12:07
GoAir,2025-02-11,Mumbai,Kolkata,19:10,4h 55m,non-stop,No Info,12266,00:05
GoAir,2024-10-06,Jaipur,Hyderabad,14:41,7h 41m,non-stop,In-flight meal not included,7246,22:22
Vistara,2025-02-23,Kolkata,Mumbai,00:27,6h 8m,1 stop,In-flight meal not included,8957,06:35
SpiceJet,2024-11-09,Delhi,Kolkata,05:33,2h 31m,non-stop,No check-in baggage included,14835,08:04
Alliance Air,2025-04-20,Kolkata,Jaipur,15:07,4h 16m,3 stops,In-flight meal not included,11177,19:23
Vistara,2024-10-12,Hyderabad,Kolkata,09:53,4h 44m,non-stop,No check-in baggage included,3981,14:37
Air India,2025-04-28,Pune,Mumbai,17:18,9h 28m,non-stop,No check-in baggage included,12346,02:46
Alliance Air,2025-06-07,Delhi,Pune,09:13,8h 49m,1 stop,No check-in baggage included,7188,18:02
GoAir,2024-11-30,Delhi,Hyderabad,03:16,3h 53m,1 stop,No Info,12112,07:09
Alliance Air,2025-07-18,Bangalore,Jaipur,12:36,2h 55m,1 stop,No Info,6677,15:31
GoAir,2025-06-20,Delhi,Hyderabad,04:33,9h 22m,1 stop,In-flight meal not included,13324,13:55
Vistara,2025-04-18,Hyderabad,Kolkata,21:39,2h 43m,1 stop,No Info,12291,00:22
SpiceJet,2025-05-08,Bangalore,Jaipur,03:37,9h 26m,1 stop,No check-in baggage included,13654,13:03
GoAir,2025-01-14,Kolkata,Jaipur,04:38,2h 36m,1 stop,No check-in baggage included,9562,07:14
AirAsia,2024-11-19,Bangalore,Pune,17:44,9h 25m,2 stops,In-flight meal not included,5664,03:09
AirAsia,2025-07-09,Kolkata,Bangalore,01:22,5h 25m,2 stops,In-flight meal not included,2664,06:47
GoAir,2025-01-02,Bangalore,Delhi,10:45,2h 33m,1 stop,No Info,6111,13:18
Alliance Air,2025-06-21,Delhi,Pune,02:20,4h 39m,1 stop,No Info,4644,06:59
Alliance Air,2025-08-18,Delhi,Pune,15:55,9h 4m,3 stops,No Info,7192,00:59
AirAsia,2025-03-17,Pune,Hyderabad,19:12,5h 21m,non-stop,In-flight meal not included,10538,00:33
AirAsia,2025-06-09,Kolkata,Pune,08:08,3h 46m,2 stops,No Info,4465,11:54
AirAsia,2025-06-17,Bangalore,Chennai,19:32,8h 40m,non-stop,No Info,8486,04:12
Vistara,2024-09-19,Pune,Delhi,02:57,8h 54m,1 stop,In-flight meal not included,14956,11:51
SpiceJet,2024-09-04,Hyderabad,Pune,22:46,8h 11m,3 stops,In-flight meal not included,4746,06:57
Air India,2025-08-09,Jaipur,Chennai,11:44,3h 22m,2 stops,In-flight meal not included,8731,15:06
Alliance Air,2025-03-14,Bangalore,Pune,03:11,8h 10m,non-stop,In-flight meal not included,6300,11:21
IndiGo,2025-02-01,Pune,Chennai,04:31,5h 43m,1 stop,No check-in baggage included,10195,10:14
AirAsia,2025-01-07,Bangalore,Delhi,12:28,9h 47m,non-stop,No check-in baggage included,7352,22:15
AirAsia,2025-04-17,Pune,Delhi,16:21,3h 54m,1 stop,In-flight meal not included,5143,20:15
Vistara,2024-09-18,Kolkata,Chennai,16:05,2h 10m,non-stop,In-flight meal not included,14638,18:15
Vistara,2024-12-28,Mumbai,Kolkata,21:00,5h 54m,3 stops,In-flight meal not included,12080,02:54
Alliance Air,2025-07-15,Kolkata,Jaipur,03:26,8h 19m,3 stops,In-flight meal not included,11385,11:45
Vistara,2025-07-09,Kolkata,Chennai,18:11,9h 14m,1 stop,No Info,13573,03:25
AirAsia,2025-08-01,Kolkata,Jaipur,18:23,9h 7m,1 stop,No check-in baggage included,10844,03:30
Alliance Air,2025-02-25,Jaipur,Hyderabad,12:04,3h 29m,1 stop,No Info,5835,15:33
SpiceJet,2025-02-02,Hyderabad,Jaipur,12:08,9h 53m,non-stop,No check-in baggage included,9972,22:01
Alliance Air,2025-04-21,Hyderabad,Kolkata,08:17,6h 37m,2 stops,No check-in baggage included,13549,14:54
IndiGo,2025-07-02,Chennai,Pune,23:22,7h 52m,3 stops,In-flight meal not included,6280,07:14
Air India,2025-01-13,Kolkata,Mumbai,14:33,7h 37m,non-stop,No check-in baggage included,6118,22:10
Vistara,2024-10-29,Delhi,Pune,12:48,7h 44m,1 stop,In-flight meal not included,2328,20:32
AirAsia,2024-09-08,Hyderabad,Pune,09:25,9h 40m,non-stop,No Info,9585,19:05
Vistara,2025-03-10,Chennai,Bangalore,10:46,1h 16m,1 stop,No Info,4006,12:02
GoAir,2025-04-27,Mumbai,Pune,19:37,9h 7m,1 stop,No check-in baggage included,11540,04:44
Air India,2025-03-20,Chennai,Kolkata,13:33,1h 44m,3 stops,In-flight meal not included,10115,15:17
IndiGo,2024-10-21,Chennai,Mumbai,23:37,4h 4m,3 stops,No Info,9888,03:41
Alliance Air,2025-07-20,Pune,Bangalore,10:10,7h 16m,3 stops,In-flight meal not included,5812,17:26
Vistara,2025-03-27,Mumbai,Hyderabad,12:11,7h 7m,3 stops,No check-in baggage included,14188,19:18
GoAir,2025-03-03,Delhi,Kolkata,11:16,9h 24m,non-stop,No check-in baggage included,7199,20:40
GoAir,2025-02-20,Jaipur,Bangalore,17:59,6h 53m,non-stop,No Info,4823,00:52
Vistara,2025-03-18,Delhi,Jaipur,00:07,8h 5m,1 stop,No Info,2168,08:12
Air India,2025-06-27,Kolkata,Chennai,22:05,4h 29m,2 stops,In-flight meal not included,8119,02:34
AirAsia,2025-07-10,Chennai,Mumbai,20:43,1h 56m,2 stops,In-flight meal not included,7115,22:39
SpiceJet,2025-07-06,Mumbai,Bangalore,06:59,1h 37m,2 stops,In-flight meal not included,4838,08:36
AirAsia,2025-03-02,Mumbai,Chennai,01:42,7h 53m,1 stop,No check-in baggage included,7540,09:35
SpiceJet,2025-04-20,Jaipur,Hyderabad,04:52,8h 6m,2 stops,No Info,4787,12:58
IndiGo,2025-03-04,Jaipur,Pune,00:47,3h 48m,1 stop,No Info,2837,04:35
IndiGo,2024-09-26,Bangalore,Mumbai,10:10,7h 54m,1 stop,No Info,8107,18:04
SpiceJet,2024-12-28,Mumbai,Bangalore,12:42,6h 7m,2 stops,No check-in baggage included,7979,18:49
Alliance Air,2025-07-06,Hyderabad,Pune,05:35,8h 34m,non-stop,No Info,2202,14:09
GoAir,2025-02-26,Chennai,Delhi,20:17,8h 32m,1 stop,No check-in baggage included,11496,04:49
Air India,2024-12-31,Kolkata,Delhi,10:37,3h 16m,1 stop,No check-in baggage included,4411,13:53
Air India,2024-12-26,Chennai,Bangalore,16:20,6h 3m,2 stops,In-flight meal not included,9031,22:23
Alliance Air,2025-05-15,Bangalore,Hyderabad,02:35,9h 36m,3 stops,No Info,13571,12:11
Air India,2025-06-07,Bangalore,Delhi,18:04,9h 33m,3 stops,No check-in baggage included,9179,03:37
Alliance Air,2025-05-20,Delhi,Chennai,04:35,8h 2m,3 stops,In-flight meal not included,2870,12:37
Air India,2024-11-25,Kolkata,Pune,00:48,4h 4m,1 stop,No check-in baggage included,5559,04:52
SpiceJet,2025-01-01,Jaipur,Kolkata,14:51,8h 22m,1 stop,In-flight meal not included,3352,23:13
GoAir,2024-11-13,Jaipur,Mumbai,01:35,4h 56m,3 stops,No check-in baggage included,8047,06:31
Alliance Air,2025-07-13,Mumbai,Delhi,08:41,9h 29m,non-stop,No check-in baggage included,11894,18:10
Vistara,2025-03-08,Chennai,Mumbai,03:15,6h 37m,3 stops,No Info,11902,09:52
IndiGo,2025-04-17,Bangalore,Pune,15:56,4h 26m,non-stop,No check-in baggage included,14305,20:22
AirAsia,2025-02-09,Hyderabad,Jaipur,19:05,4h 20m,2 stops,No Info,8706,23:25
AirAsia,2025-01-30,Delhi,Pune,17:38,9h 47m,3 stops,No check-in baggage included,11586,03:25
IndiGo,2025-04-01,Hyderabad,Jaipur,18:55,1h 16m,3 stops,No check-in baggage included,14074,20:11
AirAsia,2024-10-24,Mumbai,Hyderabad,02:08,2h 4m,1 stop,No Info,6870,04:12
SpiceJet,2025-03-07,Delhi,Bangalore,15:21,8h 43m,2 stops,In-flight meal not included,3086,00:04
Alliance Air,2025-01-31,Jaipur,Bangalore,09:44,7h 9m,3 stops,No Info,13348,16:53
Air India,2024-10-17,Chennai,Bangalore,10:46,8h 49m,2 stops,No check-in baggage included,2899,19:35
Alliance Air,2024-12-28,Kolkata,Chennai,14:05,3h 33m,non-stop,No Info,8170,17:38
AirAsia,2024-11-26,Jaipur,Delhi,01:11,7h 56m,non-stop,No Info,11371,09:07
Vistara,2025-01-11,Bangalore,Pune,15:46,3h 40m,3 stops,In-flight meal not included,11381,19:26
