City,Advisory_Date,Advisory_Level,Reason,Affected_Routes,Additional_Info,Validity
Jaipur,2025-07-06,High,Security concerns,Bangalore to Kolkata,Follow local guidelines,Indefinite
Pune,2024-11-16,Severe,Weather,Jaipur to Hyderabad,Monitor local news,1 day
Hyderabad,2024-12-24,Severe,Health advisory,Jaipur to Mumbai,Follow local guidelines,1 week
Delhi,2025-01-15,Severe,Political unrest,Chennai to Hyderabad,Check with airlines,1 day
Chennai,2025-03-10,Low,Infrastructure issues,Delhi to Chennai,Check with airlines,Indefinite
Kolkata,2025-03-29,High,Security concerns,Mumbai to Hyderabad,Check with airlines,1 week
Hyderabad,2025-03-05,Moderate,Weather,Hyderabad to Delhi,Monitor local news,3 days
Kolkata,2024-12-04,Severe,Health advisory,Bangalore to Mumbai,Follow local guidelines,3 days
Pune,2025-02-06,Severe,Security concerns,Mumbai to Kolkata,No Info,3 days
Delhi,2024-11-27,Low,Health advisory,Jaipur to Chennai,No Info,1 week
Pune,2025-05-04,High,Health advisory,Pune to Chennai,Avoid non-essential travel,1 week
Jaipur,2025-02-13,High,Political unrest,Hyderabad to Mumbai,Check with airlines,1 week
Chennai,2024-09-03,Moderate,Weather,Delhi to Pune,Follow local guidelines,3 days
Chennai,2025-01-03,High,Security concerns,Delhi to Chennai,Avoid non-essential travel,1 week
Chennai,2025-01-27,Severe,Security concerns,Hyderabad to Delhi,Avoid non-essential travel,1 day
Chennai,2025-08-24,Severe,Security concerns,Hyderabad to Chennai,Check with airlines,3 days
Chennai,2024-11-20,Low,Health advisory,Chennai to Mumbai,Check with airlines,Indefinite
Kolkata,2025-08-24,Moderate,Health advisory,Kolkata to Mumbai,No Info,1 week
Kolkata,2024-12-17,High,Security concerns,Mumbai to Kolkata,Check with airlines,1 week
Hyderabad,2025-08-11,High,Political unrest,Delhi to Kolkata,Avoid non-essential travel,Indefinite
Delhi,2025-06-25,Severe,Security concerns,Hyderabad to Delhi,Monitor local news,Indefinite
Jaipur,2025-08-10,Moderate,Security concerns,Kolkata to Hyderabad,Follow local guidelines,3 days
Jaipur,2025-08-30,Moderate,Security concerns,Bangalore to Chennai,Check with airlines,1 day
Mumbai,2025-08-18,High,Weather,Chennai to Pune,Follow local guidelines,1 week
Bangalore,2025-08-07,Severe,Political unrest,Delhi to Mumbai,Follow local guidelines,3 days
Jaipur,2025-07-11,Moderate,Infrastructure issues,Hyderabad to Delhi,Avoid non-essential travel,1 day
Delhi,2025-07-08,Moderate,Political unrest,Bangalore to Pune,Follow local guidelines,Indefinite
Hyderabad,2025-02-07,Moderate,Weather,Hyderabad to Mumbai,Follow local guidelines,1 day
Mumbai,2025-05-16,Low,Infrastructure issues,Mumbai to Bangalore,Check with airlines,3 days
Bangalore,2025-02-21,Moderate,Security concerns,Delhi to Pune,Check with airlines,1 week
Jaipur,2025-02-02,Moderate,Security concerns,Hyderabad to Chennai,No Info,1 week
Bangalore,2025-03-16,High,Security concerns,Hyderabad to Chennai,Avoid non-essential travel,1 day
Jaipur,2025-02-01,Severe,Weather,Delhi to Kolkata,Follow local guidelines,3 days
Mumbai,2025-07-12,Moderate,Health advisory,Kolkata to Pune,Monitor local news,3 days
Chennai,2025-09-01,Severe,Security concerns,Jaipur to Hyderabad,No Info,Indefinite
Chennai,2025-05-11,High,Political unrest,Bangalore to Delhi,Check with airlines,1 day
Jaipur,2024-12-16,Low,Security concerns,Pune to Delhi,Follow local guidelines,1 week
Kolkata,2025-07-06,Low,Health advisory,Chennai to Delhi,Check with airlines,1 week
Kolkata,2025-05-12,High,Security concerns,Kolkata to Bangalore,Monitor local news,1 week
Delhi,2024-09-02,High,Weather,Chennai to Bangalore,Avoid non-essential travel,3 days
Kolkata,2025-05-15,Severe,Security concerns,Chennai to Delhi,Follow local guidelines,Indefinite
Pune,2024-12-13,Moderate,Political unrest,Delhi to Mumbai,Avoid non-essential travel,Indefinite
Jaipur,2025-04-15,Low,Health advisory,Mumbai to Delhi,Check with airlines,Indefinite
Pune,2025-03-11,Moderate,Infrastructure issues,Pune to Mumbai,No Info,1 week
Chennai,2025-08-07,High,Health advisory,Hyderabad to Delhi,Check with airlines,Indefinite
Delhi,2025-03-20,High,Infrastructure issues,Chennai to Jaipur,Check with airlines,1 day
Pune,2024-09-21,Moderate,Health advisory,Delhi to Hyderabad,Check with airlines,1 day
Hyderabad,2024-11-19,Severe,Weather,Kolkata to Hyderabad,Monitor local news,Indefinite
Kolkata,2025-06-05,Low,Political unrest,Mumbai to Hyderabad,Follow local guidelines,1 day
Delhi,2025-05-06,Moderate,Security concerns,Hyderabad to Kolkata,Avoid non-essential travel,3 days
Chennai,2025-03-13,Moderate,Infrastructure issues,Kolkata to Mumbai,Follow local guidelines,Indefinite
Mumbai,2024-09-19,High,Political unrest,Chennai to Pune,Follow local guidelines,1 day
Mumbai,2025-01-02,Moderate,Weather,Pune to Mumbai,Avoid non-essential travel,1 day
Chennai,2025-04-10,Severe,Security concerns,Chennai to Hyderabad,No Info,1 week
Delhi,2024-09-13,Moderate,Weather,Jaipur to Kolkata,Check with airlines,Indefinite
Jaipur,2024-11-17,Low,Health advisory,Delhi to Bangalore,No Info,Indefinite
Bangalore,2024-10-07,High,Infrastructure issues,Delhi to Hyderabad,Follow local guidelines,1 week
Mumbai,2025-08-31,High,Health advisory,Chennai to Hyderabad,Check with airlines,1 day
Delhi,2025-06-18,High,Infrastructure issues,Kolkata to Delhi,Monitor local news,Indefinite
Bangalore,2025-02-05,Severe,Security concerns,Jaipur to Hyderabad,Check with airlines,3 days
Hyderabad,2024-10-07,High,Weather,Hyderabad to Kolkata,Follow local guidelines,1 day
Bangalore,2025-05-22,Moderate,Security concerns,Mumbai to Delhi,Check with airlines,Indefinite
Jaipur,2025-02-12,Severe,Health advisory,Bangalore to Mumbai,Avoid non-essential travel,1 week
Delhi,2025-06-18,Moderate,Weather,Jaipur to Bangalore,Monitor local news,Indefinite
Chennai,2025-08-20,High,Weather,Jaipur to Kolkata,Follow local guidelines,3 days
Jaipur,2025-06-23,High,Health advisory,Bangalore to Delhi,Avoid non-essential travel,1 day
Kolkata,2024-09-10,Severe,Health advisory,Jaipur to Kolkata,Monitor local news,1 week
Bangalore,2025-04-10,Severe,Political unrest,Pune to Kolkata,Avoid non-essential travel,1 day
Chennai,2024-10-21,Severe,Health advisory,Hyderabad to Mumbai,Avoid non-essential travel,Indefinite
Delhi,2025-05-14,Moderate,Health advisory,Bangalore to Chennai,Avoid non-essential travel,1 day
Kolkata,2025-02-07,High,Infrastructure issues,Jaipur to Mumbai,Follow local guidelines,3 days
Kolkata,2025-08-27,Severe,Security concerns,Jaipur to Mumbai,Monitor local news,1 week
Hyderabad,2025-07-25,Severe,Security concerns,Mumbai to Pune,Monitor local news,3 days
Mumbai,2024-10-02,Low,Security concerns,Jaipur to Pune,Monitor local news,1 day
Pune,2025-04-20,Moderate,Health advisory,Chennai to Kolkata,No Info,1 week
Chennai,2025-05-11,Moderate,Political unrest,Kolkata to Bangalore,Monitor local news,3 days
Jaipur,2024-12-18,Moderate,Weather,Kolkata to Hyderabad,Monitor local news,3 days
Pune,2024-12-22,Low,Weather,Bangalore to Delhi,No Info,3 days
Jaipur,2025-08-16,Severe,Weather,Chennai to Delhi,No Info,3 days
Hyderabad,2025-04-06,Moderate,Weather,Jaipur to Chennai,Avoid non-essential travel,3 days
Mumbai,2024-11-08,Severe,Infrastructure issues,Bangalore to Hyderabad,No Info,3 days
Mumbai,2025-06-02,Low,Weather,Kolkata to Chennai,Follow local guidelines,1 day
Mumbai,2025-04-04,Severe,Political unrest,Bangalore to Hyderabad,Avoid non-essential travel,1 day
Chennai,2024-12-15,High,Infrastructure issues,Mumbai to Chennai,Check with airlines,1 week
Chennai,2024-09-01,Low,Security concerns,Bangalore to Delhi,Monitor local news,1 day
Pune,2025-02-02,Severe,Political unrest,Jaipur to Mumbai,Monitor local news,1 day
Delhi,2025-01-03,Low,Security concerns,Jaipur to Hyderabad,Avoid non-essential travel,Indefinite
Pune,2025-02-26,Low,Weather,Kolkata to Delhi,Monitor local news,3 days
Kolkata,2025-01-02,Moderate,Political unrest,Hyderabad to Bangalore,Monitor local news,1 week
Hyderabad,2024-12-22,Moderate,Security concerns,Jaipur to Bangalore,Follow local guidelines,Indefinite
Mumbai,2024-10-15,Severe,Weather,Mumbai to Hyderabad,Avoid non-essential travel,3 days
Hyderabad,2024-11-28,Moderate,Health advisory,Delhi to Pune,Follow local guidelines,1 week
Chennai,2025-02-23,Low,Political unrest,Mumbai to Pune,Avoid non-essential travel,1 day
Delhi,2025-08-25,Low,Security concerns,Pune to Jaipur,Monitor local news,3 days
Mumbai,2025-04-11,Moderate,Weather,Pune to Bangalore,Avoid non-essential travel,Indefinite
Delhi,2025-02-09,Low,Weather,Chennai to Hyderabad,Avoid non-essential travel,Indefinite
Chennai,2025-08-15,Low,Weather,Hyderabad to Bangalore,Avoid non-essential travel,1 day
Chennai,2024-10-22,Moderate,Health advisory,Kolkata to Chennai,Check with airlines,1 week
Delhi,2025-01-01,High,Security concerns,Mumbai to Kolkata,No Info,1 week
Bangalore,2024-11-23,Severe,Infrastructure issues,Kolkata to Mumbai,Monitor local news,1 day
Kolkata,2025-01-02,Severe,Political unrest,Chennai to Pune,No Info,Indefinite
Chennai,2025-05-27,Severe,Infrastructure issues,Hyderabad to Jaipur,Monitor local news,Indefinite
Jaipur,2025-06-25,Severe,Infrastructure issues,Bangalore to Chennai,Check with airlines,1 day
Mumbai,2024-12-29,Moderate,Health advisory,Kolkata to Jaipur,Monitor local news,3 days
Hyderabad,2025-06-02,Low,Political unrest,Pune to Jaipur,Follow local guidelines,Indefinite
Delhi,2024-12-07,Moderate,Security concerns,Mumbai to Hyderabad,Monitor local news,3 days
Mumbai,2025-01-24,Severe,Infrastructure issues,Jaipur to Mumbai,No Info,3 days
Delhi,2025-08-09,High,Weather,Delhi to Bangalore,Follow local guidelines,1 day
Jaipur,2025-04-20,Moderate,Political unrest,Pune to Delhi,Monitor local news,3 days
Jaipur,2025-06-04,Severe,Infrastructure issues,Chennai to Kolkata,No Info,3 days
Mumbai,2025-02-06,Moderate,Infrastructure issues,Kolkata to Hyderabad,Follow local guidelines,1 week
Jaipur,2025-06-11,Moderate,Security concerns,Hyderabad to Bangalore,Avoid non-essential travel,Indefinite
Chennai,2025-04-02,Severe,Weather,Jaipur to Pune,Follow local guidelines,1 day
Hyderabad,2024-11-12,High,Infrastructure issues,Hyderabad to Delhi,Avoid non-essential travel,1 week
Chennai,2025-06-23,Severe,Weather,Pune to Mumbai,Follow local guidelines,Indefinite
Delhi,2025-08-15,Moderate,Health advisory,Mumbai to Bangalore,Avoid non-essential travel,1 day
Mumbai,2024-11-17,Severe,Weather,Kolkata to Delhi,No Info,1 day
Pune,2025-03-05,Moderate,Security concerns,Delhi to Jaipur,Check with airlines,3 days
Chennai,2025-06-12,Moderate,Health advisory,Hyderabad to Delhi,Monitor local news,3 days
Mumbai,2025-03-13,High,Security concerns,Mumbai to Hyderabad,Monitor local news,3 days
Kolkata,2025-07-18,Severe,Political unrest,Mumbai to Kolkata,Follow local guidelines,3 days
Hyderabad,2024-10-22,High,Infrastructure issues,Hyderabad to Mumbai,Follow local guidelines,3 days
Kolkata,2025-02-09,Low,Health advisory,Hyderabad to Kolkata,Follow local guidelines,1 day
Delhi,2025-07-05,Severe,Health advisory,Bangalore to Hyderabad,No Info,3 days
Mumbai,2025-08-22,Severe,Weather,Delhi to Bangalore,No Info,1 week
Chennai,2024-10-13,Severe,Infrastructure issues,Chennai to Mumbai,Check with airlines,Indefinite
Kolkata,2025-04-22,Moderate,Infrastructure issues,Hyderabad to Chennai,Avoid non-essential travel,1 day
Pune,2025-02-24,Severe,Security concerns,Mumbai to Chennai,No Info,3 days
Pune,2025-06-09,High,Health advisory,Pune to Chennai,No Info,Indefinite
Hyderabad,2025-08-16,High,Health advisory,Delhi to Pune,Monitor local news,3 days
Pune,2025-05-27,Moderate,Weather,Hyderabad to Delhi,No Info,1 week
Bangalore,2024-09-18,High,Security concerns,Jaipur to Bangalore,No Info,Indefinite
Jaipur,2024-11-04,Moderate,Security concerns,Kolkata to Bangalore,Follow local guidelines,Indefinite
Mumbai,2025-04-04,High,Weather,Jaipur to Pune,No Info,1 day
Pune,2025-07-06,Low,Weather,Jaipur to Kolkata,No Info,1 day
Bangalore,2025-06-12,Moderate,Security concerns,Pune to Chennai,Follow local guidelines,3 days
Bangalore,2025-08-14,Low,Security concerns,Hyderabad to Kolkata,Follow local guidelines,1 day
Kolkata,2025-01-21,Moderate,Security concerns,Kolkata to Delhi,No Info,Indefinite
Pune,2025-02-21,Severe,Political unrest,Mumbai to Hyderabad,No Info,Indefinite
Bangalore,2025-07-06,High,Health advisory,Delhi to Bangalore,No Info,Indefinite
Chennai,2025-02-16,High,Security concerns,Chennai to Kolkata,Monitor local news,1 week
Chennai,2025-06-14,Severe,Weather,Chennai to Delhi,No Info,Indefinite
Chennai,2025-05-21,Severe,Weather,Delhi to Hyderabad,Monitor local news,1 day
Hyderabad,2025-05-12,Low,Security concerns,Delhi to Bangalore,Follow local guidelines,1 week
Bangalore,2025-02-04,High,Political unrest,Pune to Delhi,Follow local guidelines,3 days
Delhi,2024-12-23,Low,Infrastructure issues,Kolkata to Jaipur,Monitor local news,1 week
Jaipur,2025-07-21,High,Infrastructure issues,Chennai to Jaipur,No Info,1 day
Hyderabad,2025-07-28,Low,Weather,Bangalore to Jaipur,Avoid non-essential travel,Indefinite
Mumbai,2024-10-11,Severe,Security concerns,Pune to Chennai,Check with airlines,1 day
Bangalore,2025-07-14,High,Infrastructure issues,Jaipur to Bangalore,Follow local guidelines,1 day
Kolkata,2025-03-23,High,Political unrest,Pune to Jaipur,Avoid non-essential travel,1 day
Delhi,2025-01-04,Moderate,Political unrest,Hyderabad to Bangalore,Check with airlines,3 days
Chennai,2025-04-30,Severe,Infrastructure issues,Hyderabad to Kolkata,Follow local guidelines,Indefinite
Chennai,2024-09-30,High,Health advisory,Bangalore to Hyderabad,No Info,1 week
Kolkata,2025-05-13,Severe,Security concerns,Delhi to Hyderabad,Monitor local news,3 days
Hyderabad,2025-01-26,Low,Weather,Jaipur to Chennai,Follow local guidelines,1 week
Pune,2025-07-16,Low,Health advisory,Bangalore to Delhi,Check with airlines,1 week
Mumbai,2024-09-06,Moderate,Health advisory,Hyderabad to Bangalore,Monitor local news,1 day
Bangalore,2025-05-31,Severe,Health advisory,Kolkata to Delhi,Avoid non-essential travel,1 day
Kolkata,2025-02-15,Low,Infrastructure issues,Kolkata to Hyderabad,Monitor local news,3 days
Hyderabad,2025-01-26,High,Infrastructure issues,Mumbai to Jaipur,Check with airlines,1 week
Jaipur,2025-07-28,Low,Infrastructure issues,Bangalore to Pune,Avoid non-essential travel,Indefinite
Pune,2025-07-21,High,Security concerns,Pune to Delhi,Follow local guidelines,3 days
Hyderabad,2024-11-07,High,Political unrest,Kolkata to Mumbai,Avoid non-essential travel,1 week
Delhi,2025-05-14,Severe,Health advisory,Bangalore to Jaipur,Check with airlines,Indefinite
Mumbai,2024-11-20,Severe,Political unrest,Kolkata to Mumbai,Check with airlines,Indefinite
Hyderabad,2025-03-05,Moderate,Infrastructure issues,Mumbai to Bangalore,Follow local guidelines,1 day
Hyderabad,2025-05-10,Low,Infrastructure issues,Hyderabad to Jaipur,Follow local guidelines,1 week
Hyderabad,2024-11-28,High,Political unrest,Jaipur to Kolkata,Follow local guidelines,1 day
Chennai,2024-10-19,Low,Health advisory,Delhi to Bangalore,Monitor local news,1 week
Hyderabad,2025-06-21,Moderate,Infrastructure issues,Mumbai to Delhi,No Info,Indefinite
Chennai,2024-10-24,Low,Health advisory,Kolkata to Chennai,Follow local guidelines,1 week
Chennai,2024-11-14,Moderate,Weather,Hyderabad to Delhi,No Info,3 days
Chennai,2025-04-21,Severe,Infrastructure issues,Kolkata to Delhi,Monitor local news,3 days
Bangalore,2025-07-27,Moderate,Weather,Mumbai to Jaipur,Follow local guidelines,3 days
Kolkata,2025-07-29,Low,Health advisory,Jaipur to Kolkata,No Info,Indefinite
Chennai,2024-10-13,Low,Health advisory,Chennai to Pune,Check with airlines,Indefinite
Kolkata,2025-01-30,Severe,Political unrest,Pune to Hyderabad,Avoid non-essential travel,1 day
Delhi,2025-03-24,High,Security concerns,Bangalore to Chennai,Check with airlines,1 week
Mumbai,2024-09-24,Severe,Weather,Bangalore to Kolkata,Follow local guidelines,1 week
Pune,2024-11-21,Low,Political unrest,Mumbai to Bangalore,Check with airlines,1 week
Jaipur,2025-01-09,Low,Security concerns,Kolkata to Mumbai,Monitor local news,1 day
Delhi,2025-01-08,High,Security concerns,Bangalore to Kolkata,Monitor local news,3 days
Chennai,2025-06-29,Severe,Security concerns,Pune to Delhi,Follow local guidelines,1 week
Pune,2025-02-07,Low,Health advisory,Chennai to Pune,Monitor local news,1 day
Bangalore,2025-07-04,Moderate,Weather,Mumbai to Pune,Avoid non-essential travel,3 days
Jaipur,2025-07-31,Severe,Security concerns,Chennai to Mumbai,No Info,Indefinite
Hyderabad,2024-11-30,Severe,Infrastructure issues,Hyderabad to Kolkata,Check with airlines,1 week
Delhi,2025-09-01,Low,Security concerns,Chennai to Hyderabad,Avoid non-essential travel,1 day
Pune,2025-02-08,Moderate,Security concerns,Bangalore to Delhi,Monitor local news,1 day
Hyderabad,2025-06-25,Low,Health advisory,Mumbai to Bangalore,Monitor local news,1 week
Kolkata,2025-05-27,High,Health advisory,Pune to Kolkata,Check with airlines,1 day
Kolkata,2025-05-03,High,Political unrest,Kolkata to Pune,Check with airlines,3 days
Mumbai,2025-08-06,High,Political unrest,Chennai to Jaipur,Follow local guidelines,1 day
Bangalore,2025-05-19,Low,Health advisory,Kolkata to Jaipur,Check with airlines,3 days
Delhi,2024-10-13,High,Infrastructure issues,Hyderabad to Chennai,Avoid non-essential travel,Indefinite
Pune,2025-03-21,Severe,Health advisory,Hyderabad to Chennai,Follow local guidelines,1 week
Chennai,2024-09-19,Low,Infrastructure issues,Mumbai to Jaipur,Monitor local news,1 day
Pune,2025-07-13,Severe,Security concerns,Delhi to Kolkata,Check with airlines,1 day
Mumbai,2025-02-17,Moderate,Weather,Mumbai to Pune,Monitor local news,1 week
Hyderabad,2024-12-01,Severe,Weather,Mumbai to Pune,No Info,1 week
Jaipur,2025-08-04,Severe,Infrastructure issues,Mumbai to Delhi,Avoid non-essential travel,1 week
Jaipur,2025-05-25,Moderate,Weather,Hyderabad to Bangalore,Follow local guidelines,3 days
Jaipur,2024-12-27,High,Political unrest,Hyderabad to Kolkata,Check with airlines,Indefinite
Jaipur,2025-06-30,Moderate,Infrastructure issues,Kolkata to Mumbai,Monitor local news,1 week
Pune,2024-09-07,High,Political unrest,Chennai to Kolkata,Monitor local news,1 day
Mumbai,2025-01-12,Severe,Health advisory,Bangalore to Pune,Check with airlines,Indefinite
Delhi,2025-04-25,High,Security concerns,Bangalore to Hyderabad,Follow local guidelines,1 day
Hyderabad,2025-04-29,Low,Health advisory,Jaipur to Mumbai,Follow local guidelines,Indefinite
Pune,2024-09-14,Low,Security concerns,Kolkata to Hyderabad,Check with airlines,Indefinite
Delhi,2024-11-04,Moderate,Security concerns,Jaipur to Bangalore,Monitor local news,1 day
Bangalore,2025-03-08,Moderate,Political unrest,Bangalore to Chennai,Check with airlines,1 week
