Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
Ocean View,Chennai,2025-06-06,Double,9397,Fully Booked,Pool Access Included,2025-06-15,9
Comfort Stay,Hyderabad,2024-11-19,Suite,2103,Fully Booked,No Info,2024-11-24,5
Hotel Grand,Pune,2024-10-05,Suite,10292,Fully Booked,No Info,2024-10-14,9
Comfort Stay,Jaipur,2024-11-09,Suite,12587,Fully Booked,Pool Access Included,2024-11-18,9
Ocean View,Hyderabad,2025-06-21,Suite,6929,Available,No Info,2025-06-27,6
City Inn,Pune,2025-08-17,Double,3090,Available,Free Wi-Fi,2025-08-26,9
Hotel Grand,Pune,2025-06-16,Suite,4261,Available,Breakfast Included,2025-06-22,6
City Inn,Jaipur,2025-01-13,Single,12625,Fully Booked,Free Wi-Fi,2025-01-20,7
City Inn,Bangalore,2024-10-31,Suite,2718,Fully Booked,Breakfast Included,2024-11-07,7
Royal Palace,Delhi,2025-07-31,Deluxe,8452,Fully Booked,Breakfast Included,2025-08-06,6
City Inn,Mumbai,2025-01-23,Single,8784,Fully Booked,Free Wi-Fi,2025-01-24,1
City Inn,Bangalore,2025-06-11,Double,7532,Available,Airport Shuttle,2025-06-20,9
Comfort Stay,Chennai,2025-02-23,Single,6930,Fully Booked,Airport Shuttle,2025-03-03,8
Ocean View,Bangalore,2024-09-12,Single,4132,Fully Booked,Pool Access Included,2024-09-19,7
The Luxe,Hyderabad,2024-10-12,Single,10807,Fully Booked,Airport Shuttle,2024-10-22,10
Ocean View,Jaipur,2025-07-03,Deluxe,2056,Fully Booked,No Info,2025-07-11,8
Mountain Lodge,Hyderabad,2025-05-24,Suite,4239,Available,Pool Access Included,2025-05-27,3
Comfort Stay,Bangalore,2025-01-25,Single,5760,Fully Booked,No Info,2025-02-04,10
The Luxe,Mumbai,2025-04-30,Deluxe,7658,Fully Booked,No Info,2025-05-08,8
The Luxe,Hyderabad,2025-06-16,Deluxe,6126,Fully Booked,Airport Shuttle,2025-06-17,1
Ocean View,Pune,2025-05-04,Single,9259,Available,Free Wi-Fi,2025-05-14,10
Royal Palace,Delhi,2024-11-10,Double,7572,Fully Booked,Free Wi-Fi,2024-11-14,4
City Inn,Mumbai,2025-07-06,Suite,11319,Fully Booked,Breakfast Included,2025-07-15,9
Ocean View,Chennai,2024-09-29,Deluxe,12645,Fully Booked,Pool Access Included,2024-10-02,3
Mountain Lodge,Jaipur,2025-04-07,Suite,9100,Available,Pool Access Included,2025-04-09,2
Mountain Lodge,Delhi,2025-07-14,Suite,9141,Available,Free Wi-Fi,2025-07-19,5
Ocean View,Delhi,2025-04-19,Single,8811,Available,Free Wi-Fi,2025-04-24,5
Ocean View,Delhi,2025-06-17,Single,14277,Available,Pool Access Included,2025-06-23,6
Comfort Stay,Kolkata,2025-08-20,Single,8570,Fully Booked,Free Wi-Fi,2025-08-28,8
Mountain Lodge,Kolkata,2024-11-12,Suite,8957,Available,Airport Shuttle,2024-11-14,2
Ocean View,Pune,2024-12-24,Deluxe,5057,Available,No Info,2024-12-31,7
Comfort Stay,Hyderabad,2025-04-08,Double,7534,Available,Pool Access Included,2025-04-18,10
City Inn,Jaipur,2025-01-25,Deluxe,2187,Fully Booked,Pool Access Included,2025-01-31,6
Ocean View,Pune,2025-06-04,Deluxe,4048,Available,Free Wi-Fi,2025-06-12,8
Comfort Stay,Hyderabad,2025-04-13,Double,11353,Fully Booked,Airport Shuttle,2025-04-19,6
City Inn,Hyderabad,2025-08-26,Suite,3694,Fully Booked,No Info,2025-08-27,1
Mountain Lodge,Chennai,2024-09-29,Suite,12243,Fully Booked,Airport Shuttle,2024-10-08,9
Mountain Lodge,Bangalore,2025-05-11,Single,14710,Available,Airport Shuttle,2025-05-15,4
Comfort Stay,Chennai,2025-06-30,Deluxe,7464,Fully Booked,Airport Shuttle,2025-07-05,5
Comfort Stay,Bangalore,2025-03-11,Single,3589,Available,Free Wi-Fi,2025-03-19,8
Hotel Grand,Mumbai,2025-05-05,Deluxe,6785,Fully Booked,No Info,2025-05-15,10
The Luxe,Hyderabad,2025-07-19,Deluxe,12914,Fully Booked,No Info,2025-07-21,2
The Luxe,Chennai,2025-03-02,Suite,10217,Available,Breakfast Included,2025-03-11,9
Comfort Stay,Hyderabad,2024-12-14,Deluxe,11067,Fully Booked,Free Wi-Fi,2024-12-21,7
Comfort Stay,Bangalore,2025-01-31,Double,11063,Fully Booked,Airport Shuttle,2025-02-08,8
City Inn,Chennai,2025-04-20,Suite,3757,Fully Booked,No Info,2025-04-23,3
Hotel Grand,Kolkata,2025-01-30,Single,4059,Fully Booked,Pool Access Included,2025-02-04,5
City Inn,Pune,2024-10-27,Double,4325,Available,Airport Shuttle,2024-10-31,4
Mountain Lodge,Chennai,2025-06-04,Single,3268,Available,Pool Access Included,2025-06-08,4
Royal Palace,Mumbai,2025-01-31,Double,13467,Fully Booked,Breakfast Included,2025-02-01,1
Royal Palace,Jaipur,2025-03-23,Deluxe,3052,Fully Booked,Airport Shuttle,2025-04-02,10
Ocean View,Chennai,2025-08-14,Single,4880,Fully Booked,Breakfast Included,2025-08-18,4
The Luxe,Pune,2025-01-20,Double,6590,Available,Free Wi-Fi,2025-01-27,7
Ocean View,Hyderabad,2025-03-02,Suite,9104,Fully Booked,No Info,2025-03-03,1
Hotel Grand,Chennai,2024-12-02,Suite,6663,Available,Free Wi-Fi,2024-12-09,7
Hotel Grand,Jaipur,2025-05-17,Single,14058,Available,Free Wi-Fi,2025-05-22,5
Royal Palace,Pune,2024-10-02,Deluxe,6154,Available,Free Wi-Fi,2024-10-08,6
Comfort Stay,Delhi,2024-12-30,Double,13943,Fully Booked,Airport Shuttle,2024-12-31,1
The Luxe,Chennai,2024-09-10,Single,13288,Available,Breakfast Included,2024-09-12,2
Royal Palace,Hyderabad,2024-10-29,Single,10988,Fully Booked,Breakfast Included,2024-10-31,2
Comfort Stay,Bangalore,2025-08-14,Double,2464,Available,Free Wi-Fi,2025-08-17,3
Hotel Grand,Bangalore,2024-09-28,Single,3258,Fully Booked,Free Wi-Fi,2024-10-04,6
Comfort Stay,Mumbai,2024-10-25,Single,10655,Fully Booked,No Info,2024-10-29,4
Ocean View,Mumbai,2025-06-19,Double,7735,Available,Airport Shuttle,2025-06-26,7
The Luxe,Bangalore,2025-08-14,Suite,13677,Fully Booked,No Info,2025-08-21,7
The Luxe,Delhi,2025-05-01,Double,14171,Fully Booked,No Info,2025-05-08,7
The Luxe,Pune,2025-05-02,Single,11169,Available,Airport Shuttle,2025-05-06,4
City Inn,Chennai,2025-01-03,Double,14423,Available,Airport Shuttle,2025-01-11,8
Hotel Grand,Mumbai,2025-08-28,Suite,11911,Available,Free Wi-Fi,2025-09-05,8
Royal Palace,Jaipur,2025-06-23,Suite,8159,Available,Pool Access Included,2025-06-29,6
Hotel Grand,Bangalore,2025-02-25,Single,7967,Fully Booked,Airport Shuttle,2025-03-07,10
The Luxe,Kolkata,2025-08-30,Suite,12014,Available,No Info,2025-09-01,2
Ocean View,Hyderabad,2025-02-18,Double,10873,Fully Booked,Breakfast Included,2025-02-25,7
Ocean View,Delhi,2025-03-24,Suite,3115,Available,Breakfast Included,2025-03-29,5
Ocean View,Pune,2025-05-29,Suite,8810,Available,No Info,2025-06-03,5
Mountain Lodge,Pune,2024-09-05,Deluxe,2775,Fully Booked,Breakfast Included,2024-09-07,2
Ocean View,Mumbai,2024-12-20,Suite,9133,Available,Pool Access Included,2024-12-29,9
Mountain Lodge,Hyderabad,2025-05-03,Single,6386,Fully Booked,Pool Access Included,2025-05-10,7
Mountain Lodge,Delhi,2025-03-03,Double,4891,Fully Booked,Pool Access Included,2025-03-10,7
The Luxe,Jaipur,2025-06-06,Deluxe,8198,Available,Free Wi-Fi,2025-06-08,2
Ocean View,Jaipur,2024-09-23,Deluxe,11262,Fully Booked,Breakfast Included,2024-10-02,9
City Inn,Pune,2025-03-03,Deluxe,3205,Available,No Info,2025-03-05,2
Ocean View,Kolkata,2025-01-17,Deluxe,11678,Fully Booked,Pool Access Included,2025-01-19,2
Royal Palace,Chennai,2024-12-09,Deluxe,11605,Available,No Info,2024-12-12,3
Ocean View,Mumbai,2024-12-03,Double,13422,Fully Booked,Airport Shuttle,2024-12-09,6
City Inn,Bangalore,2025-04-26,Suite,12052,Available,No Info,2025-05-03,7
Comfort Stay,Delhi,2024-11-08,Single,14056,Fully Booked,Breakfast Included,2024-11-14,6
Royal Palace,Kolkata,2025-08-09,Deluxe,5185,Fully Booked,Airport Shuttle,2025-08-11,2
The Luxe,Hyderabad,2025-02-06,Deluxe,3436,Fully Booked,Breakfast Included,2025-02-08,2
City Inn,Hyderabad,2024-11-08,Suite,9891,Available,No Info,2024-11-09,1
Comfort Stay,Delhi,2025-05-03,Deluxe,2753,Fully Booked,No Info,2025-05-06,3
Mountain Lodge,Hyderabad,2025-04-09,Deluxe,12159,Available,Free Wi-Fi,2025-04-10,1
Mountain Lodge,Hyderabad,2024-11-19,Deluxe,8661,Available,Breakfast Included,2024-11-26,7
The Luxe,Hyderabad,2025-03-16,Suite,12748,Available,Breakfast Included,2025-03-20,4
City Inn,Jaipur,2025-02-23,Single,13710,Fully Booked,Pool Access Included,2025-02-25,2
Ocean View,Kolkata,2025-05-04,Suite,9279,Available,Pool Access Included,2025-05-09,5
Ocean View,Kolkata,2024-09-09,Double,13565,Available,Airport Shuttle,2024-09-12,3
Hotel Grand,Mumbai,2025-05-30,Single,9104,Fully Booked,Airport Shuttle,2025-06-06,7
Royal Palace,Bangalore,2025-07-24,Double,2331,Fully Booked,Pool Access Included,2025-08-01,8
Mountain Lodge,Mumbai,2025-07-29,Single,14149,Available,No Info,2025-08-08,10
Mountain Lodge,Delhi,2025-02-19,Suite,13992,Available,Free Wi-Fi,2025-02-20,1
Mountain Lodge,Bangalore,2024-11-16,Double,8294,Fully Booked,Airport Shuttle,2024-11-24,8
Royal Palace,Hyderabad,2024-11-27,Single,2222,Fully Booked,No Info,2024-12-07,10
The Luxe,Bangalore,2025-06-06,Double,4973,Fully Booked,Breakfast Included,2025-06-10,4
Hotel Grand,Pune,2025-08-21,Deluxe,12876,Fully Booked,Free Wi-Fi,2025-08-24,3
City Inn,Delhi,2025-02-26,Double,8264,Available,No Info,2025-03-08,10
Mountain Lodge,Hyderabad,2025-05-21,Deluxe,12233,Available,Airport Shuttle,2025-05-24,3
Ocean View,Bangalore,2025-01-27,Suite,10209,Available,Free Wi-Fi,2025-02-04,8
Royal Palace,Jaipur,2024-09-12,Deluxe,2627,Fully Booked,Breakfast Included,2024-09-17,5
The Luxe,Kolkata,2025-04-10,Single,8231,Available,Breakfast Included,2025-04-16,6
Mountain Lodge,Delhi,2025-03-05,Deluxe,4925,Available,Free Wi-Fi,2025-03-13,8
Royal Palace,Kolkata,2024-09-06,Double,3984,Available,No Info,2024-09-07,1
The Luxe,Delhi,2025-03-14,Double,2014,Fully Booked,Pool Access Included,2025-03-20,6
Ocean View,Kolkata,2024-12-20,Single,14835,Fully Booked,No Info,2024-12-24,4
Ocean View,Bangalore,2024-12-24,Single,13796,Fully Booked,Breakfast Included,2025-01-02,9
The Luxe,Chennai,2025-03-18,Double,6503,Available,Pool Access Included,2025-03-24,6
Royal Palace,Bangalore,2024-12-18,Suite,11077,Fully Booked,Airport Shuttle,2024-12-23,5
Hotel Grand,Jaipur,2024-11-21,Deluxe,14737,Fully Booked,Free Wi-Fi,2024-11-27,6
City Inn,Jaipur,2025-08-20,Deluxe,5771,Fully Booked,Airport Shuttle,2025-08-24,4
Comfort Stay,Pune,2024-09-07,Single,13602,Available,No Info,2024-09-14,7
Ocean View,Hyderabad,2025-05-31,Deluxe,5300,Fully Booked,Free Wi-Fi,2025-06-06,6
City Inn,Bangalore,2024-11-08,Deluxe,3270,Fully Booked,Pool Access Included,2024-11-15,7
Hotel Grand,Delhi,2025-01-08,Double,10939,Available,No Info,2025-01-09,1
Mountain Lodge,Pune,2024-12-14,Suite,8432,Available,Airport Shuttle,2024-12-21,7
Comfort Stay,Kolkata,2024-12-30,Double,4137,Fully Booked,Airport Shuttle,2025-01-01,2
Ocean View,Mumbai,2025-08-12,Deluxe,11311,Available,Airport Shuttle,2025-08-13,1
City Inn,Kolkata,2025-08-11,Suite,7974,Available,Breakfast Included,2025-08-18,7
Royal Palace,Delhi,2025-03-28,Single,14855,Fully Booked,Breakfast Included,2025-03-29,1
City Inn,Hyderabad,2024-09-20,Single,4852,Available,Free Wi-Fi,2024-09-28,8
City Inn,Kolkata,2025-05-08,Double,6430,Fully Booked,Breakfast Included,2025-05-17,9
Royal Palace,Jaipur,2025-02-23,Deluxe,3457,Available,Airport Shuttle,2025-03-03,8
Royal Palace,Mumbai,2025-05-22,Double,9298,Fully Booked,Airport Shuttle,2025-05-31,9
Royal Palace,Kolkata,2025-05-29,Deluxe,14133,Available,Pool Access Included,2025-05-31,2
Mountain Lodge,Pune,2024-09-01,Deluxe,12021,Fully Booked,Airport Shuttle,2024-09-06,5
The Luxe,Delhi,2024-12-11,Single,12476,Available,No Info,2024-12-13,2
Mountain Lodge,Hyderabad,2024-10-18,Single,8463,Available,Breakfast Included,2024-10-27,9
City Inn,Mumbai,2025-04-12,Deluxe,14719,Available,Pool Access Included,2025-04-20,8
Ocean View,Chennai,2025-05-30,Deluxe,6531,Fully Booked,Airport Shuttle,2025-06-03,4
Ocean View,Mumbai,2025-08-30,Single,10705,Fully Booked,Free Wi-Fi,2025-09-06,7
Ocean View,Kolkata,2025-03-08,Single,10043,Fully Booked,Free Wi-Fi,2025-03-13,5
Comfort Stay,Delhi,2025-02-13,Deluxe,13354,Fully Booked,Pool Access Included,2025-02-17,4
Mountain Lodge,Delhi,2025-05-31,Double,2456,Fully Booked,Pool Access Included,2025-06-06,6
Comfort Stay,Delhi,2024-11-22,Suite,11533,Fully Booked,Breakfast Included,2024-12-02,10
City Inn,Kolkata,2025-02-08,Double,10086,Fully Booked,No Info,2025-02-12,4
The Luxe,Jaipur,2024-10-31,Double,9234,Fully Booked,Airport Shuttle,2024-11-02,2
Royal Palace,Pune,2024-12-29,Deluxe,11166,Fully Booked,Free Wi-Fi,2025-01-08,10
Mountain Lodge,Hyderabad,2025-09-01,Single,9956,Fully Booked,No Info,2025-09-04,3
Comfort Stay,Kolkata,2024-10-08,Double,11158,Available,Breakfast Included,2024-10-09,1
Mountain Lodge,Mumbai,2025-01-14,Deluxe,8251,Available,Pool Access Included,2025-01-22,8
Ocean View,Kolkata,2025-04-05,Deluxe,3223,Available,Pool Access Included,2025-04-14,9
Comfort Stay,Pune,2024-11-13,Deluxe,5567,Fully Booked,Breakfast Included,2024-11-14,1
Mountain Lodge,Bangalore,2025-04-03,Single,4493,Available,Free Wi-Fi,2025-04-09,6
City Inn,Chennai,2024-12-02,Single,8076,Available,Pool Access Included,2024-12-08,6
Comfort Stay,Hyderabad,2025-03-29,Suite,4913,Available,Breakfast Included,2025-04-04,6
Royal Palace,Kolkata,2025-07-20,Suite,9273,Fully Booked,Airport Shuttle,2025-07-21,1
The Luxe,Bangalore,2025-08-02,Double,11765,Fully Booked,Pool Access Included,2025-08-10,8
Ocean View,Mumbai,2024-11-06,Suite,14626,Available,Airport Shuttle,2024-11-09,3
Mountain Lodge,Jaipur,2025-06-27,Suite,2007,Fully Booked,Pool Access Included,2025-06-29,2
The Luxe,Kolkata,2025-07-10,Single,9263,Available,Breakfast Included,2025-07-13,3
Mountain Lodge,Bangalore,2025-07-30,Deluxe,8361,Available,Airport Shuttle,2025-07-31,1
Ocean View,Delhi,2025-03-19,Suite,14369,Fully Booked,Airport Shuttle,2025-03-23,4
Ocean View,Bangalore,2025-03-04,Single,7977,Available,No Info,2025-03-05,1
The Luxe,Kolkata,2025-03-19,Suite,2190,Available,No Info,2025-03-26,7
City Inn,Pune,2024-12-24,Deluxe,13959,Fully Booked,No Info,2024-12-27,3
City Inn,Mumbai,2025-05-15,Suite,3188,Fully Booked,Free Wi-Fi,2025-05-25,10
Hotel Grand,Kolkata,2025-06-06,Suite,14517,Fully Booked,Free Wi-Fi,2025-06-12,6
City Inn,Jaipur,2025-01-07,Deluxe,10825,Fully Booked,Free Wi-Fi,2025-01-10,3
Mountain Lodge,Hyderabad,2025-05-20,Deluxe,9311,Fully Booked,No Info,2025-05-26,6
City Inn,Pune,2025-08-24,Deluxe,10861,Available,Free Wi-Fi,2025-09-03,10
Hotel Grand,Delhi,2025-01-04,Suite,9349,Available,Free Wi-Fi,2025-01-12,8
City Inn,Jaipur,2025-03-11,Suite,11164,Available,Free Wi-Fi,2025-03-14,3
Mountain Lodge,Delhi,2025-01-14,Deluxe,10454,Fully Booked,Free Wi-Fi,2025-01-18,4
Mountain Lodge,Chennai,2025-02-13,Suite,7600,Available,No Info,2025-02-18,5
Comfort Stay,Hyderabad,2024-12-18,Deluxe,12776,Fully Booked,Breakfast Included,2024-12-26,8
The Luxe,Kolkata,2025-07-22,Double,11647,Available,Airport Shuttle,2025-07-25,3
Royal Palace,Mumbai,2025-02-13,Single,9661,Available,Airport Shuttle,2025-02-15,2
Royal Palace,Mumbai,2025-05-26,Single,5561,Available,Free Wi-Fi,2025-05-28,2
City Inn,Jaipur,2025-06-30,Double,4922,Available,Breakfast Included,2025-07-06,6
Ocean View,Hyderabad,2025-08-03,Suite,7786,Fully Booked,No Info,2025-08-04,1
Royal Palace,Mumbai,2024-11-10,Double,3042,Available,No Info,2024-11-18,8
Ocean View,Chennai,2024-11-30,Suite,6332,Available,Breakfast Included,2024-12-02,2
Ocean View,Delhi,2024-12-09,Single,5472,Fully Booked,Pool Access Included,2024-12-11,2
Mountain Lodge,Jaipur,2024-11-22,Double,14615,Available,Free Wi-Fi,2024-11-26,4
Hotel Grand,Mumbai,2024-12-28,Suite,4381,Fully Booked,No Info,2024-12-31,3
Ocean View,Kolkata,2024-10-08,Deluxe,13758,Available,Free Wi-Fi,2024-10-10,2
Ocean View,Kolkata,2025-06-03,Double,6345,Available,Pool Access Included,2025-06-05,2
Ocean View,Delhi,2025-08-11,Suite,4657,Fully Booked,Airport Shuttle,2025-08-19,8
Comfort Stay,Kolkata,2025-06-03,Deluxe,13995,Fully Booked,Pool Access Included,2025-06-05,2
Royal Palace,Bangalore,2025-06-10,Suite,2841,Available,No Info,2025-06-14,4
Hotel Grand,Delhi,2024-11-28,Deluxe,2036,Available,Airport Shuttle,2024-12-03,5
Ocean View,Mumbai,2025-07-03,Suite,5962,Fully Booked,Airport Shuttle,2025-07-05,2
Comfort Stay,Hyderabad,2024-10-05,Suite,3782,Fully Booked,Pool Access Included,2024-10-13,8
Mountain Lodge,Mumbai,2025-04-27,Deluxe,14114,Available,Breakfast Included,2025-05-03,6
Hotel Grand,Hyderabad,2025-07-06,Suite,3583,Available,No Info,2025-07-15,9
Royal Palace,Mumbai,2025-07-18,Double,2314,Fully Booked,Free Wi-Fi,2025-07-20,2
Royal Palace,Jaipur,2025-03-12,Single,5502,Fully Booked,Free Wi-Fi,2025-03-16,4
Comfort Stay,Bangalore,2024-10-12,Suite,13345,Fully Booked,Breakfast Included,2024-10-15,3
Royal Palace,Delhi,2025-03-17,Double,9481,Fully Booked,Breakfast Included,2025-03-20,3
Royal Palace,Kolkata,2024-12-31,Deluxe,7103,Available,Free Wi-Fi,2025-01-01,1
Royal Palace,Delhi,2024-09-01,Single,11048,Available,Pool Access Included,2024-09-02,1
Royal Palace,Bangalore,2024-12-17,Double,7838,Fully Booked,Free Wi-Fi,2024-12-26,9
Ocean View,Delhi,2025-06-15,Double,4559,Fully Booked,No Info,2025-06-17,2
Ocean View,Jaipur,2024-09-27,Suite,14044,Fully Booked,Free Wi-Fi,2024-09-29,2
Mountain Lodge,Bangalore,2025-08-16,Deluxe,2805,Available,Breakfast Included,2025-08-26,10
The Luxe,Jaipur,2025-03-30,Double,10378,Fully Booked,No Info,2025-04-02,3
Hotel Grand,Hyderabad,2025-04-21,Double,11193,Available,Pool Access Included,2025-04-26,5
Royal Palace,Jaipur,2024-12-21,Single,11943,Fully Booked,Breakfast Included,2024-12-25,4
City Inn,Kolkata,2025-04-05,Single,13180,Available,Free Wi-Fi,2025-04-14,9
Comfort Stay,Mumbai,2025-07-24,Suite,9270,Fully Booked,No Info,2025-07-28,4
City Inn,Bangalore,2024-12-30,Double,14225,Available,Pool Access Included,2024-12-31,1
Comfort Stay,Jaipur,2025-08-08,Single,4188,Fully Booked,Airport Shuttle,2025-08-11,3
City Inn,Mumbai,2024-09-09,Double,4881,Fully Booked,Breakfast Included,2024-09-16,7
Mountain Lodge,Jaipur,2025-04-12,Double,7595,Available,Pool Access Included,2025-04-19,7
Royal Palace,Delhi,2024-10-19,Deluxe,6164,Available,Breakfast Included,2024-10-28,9
Royal Palace,Jaipur,2025-06-02,Suite,2213,Available,Free Wi-Fi,2025-06-10,8
Ocean View,Jaipur,2024-09-27,Double,9263,Available,Pool Access Included,2024-09-30,3
Hotel Grand,Kolkata,2025-07-09,Double,2081,Fully Booked,Pool Access Included,2025-07-15,6
Royal Palace,Jaipur,2024-10-14,Single,9264,Fully Booked,Free Wi-Fi,2024-10-20,6
City Inn,Pune,2024-12-01,Deluxe,10584,Fully Booked,Airport Shuttle,2024-12-03,2
Mountain Lodge,Kolkata,2024-11-16,Suite,7364,Available,Airport Shuttle,2024-11-20,4
Royal Palace,Kolkata,2025-06-16,Suite,5058,Fully Booked,No Info,2025-06-22,6
Comfort Stay,Bangalore,2024-12-11,Deluxe,2224,Fully Booked,Breakfast Included,2024-12-21,10
Royal Palace,Pune,2025-03-22,Single,8033,Fully Booked,Airport Shuttle,2025-03-23,1
Comfort Stay,Pune,2025-06-05,Deluxe,8709,Available,Breakfast Included,2025-06-15,10
Ocean View,Jaipur,2024-09-09,Suite,10985,Available,Pool Access Included,2024-09-10,1
Mountain Lodge,Hyderabad,2025-06-13,Deluxe,11030,Available,Airport Shuttle,2025-06-16,3
Comfort Stay,Pune,2024-12-26,Single,4688,Available,No Info,2024-12-28,2
Comfort Stay,Jaipur,2025-05-26,Double,13338,Available,Free Wi-Fi,2025-06-05,10
Mountain Lodge,Delhi,2025-01-20,Deluxe,14927,Available,Pool Access Included,2025-01-26,6
Mountain Lodge,Pune,2024-09-23,Deluxe,11835,Available,Pool Access Included,2024-09-24,1
Mountain Lodge,Hyderabad,2024-12-29,Single,9760,Fully Booked,Airport Shuttle,2025-01-02,4
The Luxe,Jaipur,2024-12-11,Deluxe,2457,Fully Booked,Airport Shuttle,2024-12-20,9
City Inn,Delhi,2024-09-20,Suite,8327,Available,Free Wi-Fi,2024-09-24,4
City Inn,Mumbai,2025-02-01,Double,5846,Available,Free Wi-Fi,2025-02-04,3
City Inn,Mumbai,2024-11-30,Suite,7077,Available,Airport Shuttle,2024-12-04,4
City Inn,Hyderabad,2024-10-24,Suite,5756,Fully Booked,Free Wi-Fi,2024-11-03,10
Mountain Lodge,Mumbai,2025-01-02,Deluxe,11291,Available,Airport Shuttle,2025-01-10,8
Mountain Lodge,Hyderabad,2024-12-03,Suite,7170,Fully Booked,Airport Shuttle,2024-12-07,4
Hotel Grand,Hyderabad,2024-10-02,Deluxe,7803,Fully Booked,Breakfast Included,2024-10-08,6
Mountain Lodge,Jaipur,2025-05-23,Deluxe,5549,Fully Booked,Free Wi-Fi,2025-06-02,10
City Inn,Delhi,2025-01-26,Double,9820,Available,No Info,2025-02-03,8
Comfort Stay,Hyderabad,2025-07-03,Suite,8633,Available,Free Wi-Fi,2025-07-05,2
Hotel Grand,Jaipur,2024-09-30,Suite,8368,Fully Booked,No Info,2024-10-02,2
The Luxe,Pune,2025-02-28,Double,13992,Available,Breakfast Included,2025-03-02,2
Mountain Lodge,Mumbai,2025-01-06,Deluxe,2291,Fully Booked,Pool Access Included,2025-01-13,7
Royal Palace,Jaipur,2025-08-04,Double,13194,Fully Booked,Airport Shuttle,2025-08-07,3
Ocean View,Bangalore,2025-07-25,Suite,5333,Fully Booked,Airport Shuttle,2025-07-31,6
Hotel Grand,Pune,2025-04-15,Suite,10871,Fully Booked,Breakfast Included,2025-04-20,5
Hotel Grand,Chennai,2024-10-30,Deluxe,10306,Available,Airport Shuttle,2024-10-31,1
Mountain Lodge,Bangalore,2025-07-25,Deluxe,11783,Available,Airport Shuttle,2025-07-29,4
Royal Palace,Bangalore,2025-07-20,Double,5507,Fully Booked,No Info,2025-07-22,2
Comfort Stay,Jaipur,2024-10-01,Suite,8400,Fully Booked,No Info,2024-10-10,9
Ocean View,Hyderabad,2025-07-12,Suite,9920,Available,Breakfast Included,2025-07-21,9
Ocean View,Bangalore,2024-10-07,Deluxe,9269,Fully Booked,Breakfast Included,2024-10-12,5
The Luxe,Pune,2024-10-12,Single,10290,Fully Booked,No Info,2024-10-21,9
Mountain Lodge,Hyderabad,2024-11-24,Single,8634,Fully Booked,Airport Shuttle,2024-12-01,7
Mountain Lodge,Mumbai,2025-01-12,Suite,7036,Available,Breakfast Included,2025-01-20,8
Royal Palace,Mumbai,2024-12-07,Suite,10476,Fully Booked,Free Wi-Fi,2024-12-12,5
Comfort Stay,Pune,2024-12-27,Deluxe,12524,Fully Booked,Free Wi-Fi,2025-01-03,7
Royal Palace,Delhi,2025-08-27,Deluxe,5627,Available,Airport Shuttle,2025-09-01,5
The Luxe,Kolkata,2025-08-05,Single,9443,Fully Booked,Airport Shuttle,2025-08-10,5
